일시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2016-06-24,55627,58781,55692,57313,55467,57492,58532,65764,68412,66736,62676,69608,68393,69054,64127,62936,62652,77787,70620,73096,78505,74870,63699,61418
2016-06-25,48456,47953,45561,48686,45777,46955,47428,55830,57030,59018,53684,58285,60134,62054,52101,52182,54915,65303,62865,63251,62869,65754,54564,55829
2016-06-26,45167,45345,47187,45315,49253,49287,47207,58135,58700,59944,52350,58726,61529,59063,53733,53790,56709,64035,64178,65107,62279,62984,54599,53323
2016-06-27,60035,58507,54364,57858,55048,58217,56363,68446,66429,66773,61108,68930,67638,69061,62334,61759,62789,73811,71304,74399,71026,74045,63825,63170
2016-06-28,59370,55478,55170,60137,57318,55360,56749,69460,67548,66110,63284,67845,70767,70828,62328,62012,60298,74479,73103,73517,73184,72273,63763,61191
2016-06-29,56349,59785,54116,56790,57112,55648,57712,67632,65158,68511,63624,70463,68475,69462,64600,62042,63152,74649,74438,75023,75476,75859,63288,63823
2016-06-30,55700,56767,57237,59729,58270,57201,58267,67643,69536,64799,63344,68907,73133,69292,62957,62880,62926,73141,76406,75184,72635,73756,64167,62030
2016-07-01,55605,57817,57722,57660,58749,59533,56325,68487,64363,64818,65736,68076,69082,66744,62298,60959,64905,72735,74152,73712,74802,73119,63282,62227
2016-07-02,46920,47416,48229,48710,48144,48163,48640,54953,53882,56346,52597,58607,62086,59314,54852,54298,53296,63768,64350,65739,66323,65528,51767,54610
2016-07-03,47163,49206,45111,49953,49848,47277,45767,58802,60657,56684,54343,59714,55704,59714,53035,53605,53242,64688,64379,68539,63409,64355,53146,51918
2016-07-04,53924,59020,58141,59133,58613,55703,59042,68997,65606,67221,62135,68954,69463,67935,62076,66263,64130,72895,75426,77400,73896,75333,62947,63033
2016-07-05,54585,61083,58310,57693,58183,58413,58185,68801,69251,65795,63788,70431,69126,69257,64965,62121,64501,72309,74647,72959,75662,73318,61376,62058
2016-07-06,57665,57049,56919,56097,54326,57693,58137,68598,66511,64989,61540,66162,69001,68902,62650,64605,63377,76324,71369,72347,74254,74532,63836,62809
2016-07-07,56682,59524,58299,56142,58038,58511,57455,67240,67283,67992,62487,70645,68392,69620,63152,63565,59174,76992,73807,74997,74025,73902,63386,61190
2016-07-08,57223,55471,56137,55568,54534,55568,58820,67881,67610,67070,62724,70766,69956,69771,60269,65381,61836,75613,74519,75267,73984,74512,65005,62763
2016-07-09,46939,46007,47448,46861,47286,47944,46732,60097,55814,54667,58029,57348,56199,60171,54551,54300,52147,65921,63920,65809,65141,63913,55057,53124
2016-07-10,48280,48488,48479,50045,51016,49591,48507,58846,57898,57458,53607,61335,61228,58909,54091,53634,53332,64056,62167,64186,63918,62880,51472,52723
2016-07-11,56813,55372,56396,55159,56115,57967,55662,66561,67220,67413,63813,67513,68656,69235,66344,62653,60401,75790,75450,72380,74995,76731,63229,65498
2016-07-12,59080,59882,54720,58768,59389,57537,58612,67330,66043,66767,65786,69737,68782,71223,62362,60329,60451,73134,71672,77049,78199,71953,60311,63266
2016-07-13,59928,55383,57019,55420,57749,57959,57907,66267,67477,64479,63700,69073,65647,70449,61517,59875,60411,75122,74342,74628,73297,74961,61781,63568
2016-07-14,57300,56162,57914,60043,57882,56319,57808,67546,65671,65654,61585,69845,68267,69076,63957,61366,61558,75157,75318,73128,71731,73504,64570,60056
2016-07-15,56142,56120,57105,56721,57531,59141,59322,67295,66190,66581,63887,67862,70379,69040,61065,61323,62464,73471,75092,73830,74802,72167,63101,63300
2016-07-16,46241,49781,45136,49269,48701,47134,48131,57624,57212,56435,55761,59348,59825,60961,54565,51139,52619,65812,60326,67198,66502,64471,52804,53050
2016-07-17,45574,47887,46994,50352,46555,46811,45391,59141,57939,55740,54357,59397,59161,58392,51146,54095,53366,64494,64101,66287,62483,64868,54555,56919
2016-07-18,59233,56061,56877,57762,60297,57048,56471,67806,67784,67477,64512,68908,69525,69938,62616,64636,61915,73070,72602,72790,74557,73177,61687,63719
2016-07-19,58152,56845,57196,58398,58424,56764,55851,71166,68263,65911,64962,69790,67417,72865,60917,61399,60496,72092,72887,73881,73089,72708,65594,62889
2016-07-20,56241,58016,57702,57418,59960,57175,60255,66391,68468,65320,61466,68395,70700,67737,64107,60872,61240,74319,75760,73292,72051,72463,62322,64233
2016-07-21,57594,57468,59593,55174,58708,57445,57446,67098,68209,67676,62323,69976,70414,67525,63088,63935,65203,72520,72592,73496,72994,74322,64845,61809
2016-07-22,55370,56446,56644,55830,55826,57896,56966,66817,67897,65915,61512,66415,64545,71070,64166,62371,61066,72207,76573,74801,74922,72443,61871,62098
2016-07-23,46499,49712,46622,47010,46516,45680,48477,56909,57490,58995,52880,56906,58510,58274,54401,54494,50966,65818,65717,64028,66378,67866,54953,51434
2016-07-24,47959,43820,47143,47830,46675,48674,47398,59614,58105,58373,52441,60049,59664,58305,52962,55247,53806,64450,65500,66795,64098,63899,52162,54537
2016-07-25,55488,59552,54539,57000,54153,60796,57510,68901,67701,70939,60803,69815,69034,69334,60263,66314,65321,76808,75316,74479,72831,72625,63321,62500
2016-07-26,56987,56174,60691,56508,55677,61287,56419,66201,66523,68201,63878,69414,69727,68236,59926,63104,64131,71080,72670,74074,76176,76546,63954,65422
2016-07-27,56344,56360,56958,54512,57644,57444,59103,66945,64090,69172,63692,68830,69811,68822,63717,60925,64784,72451,72275,73401,72706,72009,63461,62201
2016-07-28,57668,57093,57387,55725,55222,58114,58377,66323,68217,67859,62655,66155,69099,67518,62777,62576,63258,75156,74307,73197,75171,74033,62263,62891
2016-07-29,54946,56198,58857,57029,58455,58239,57966,68104,67726,63317,63984,67427,69789,67765,61310,63869,63280,75007,74861,74103,76525,73449,62848,62035
2016-07-30,47576,44778,48654,46364,46747,49720,49158,57153,55221,58768,54944,57221,61342,58964,52883,55194,52974,63882,65178,67214,63890,65979,56258,54084
2016-07-31,48986,45753,45697,46697,48805,46188,48921,57343,59542,54908,52696,59054,59780,59026,55932,54437,53827,63800,65686,63055,63453,64607,55095,55392
2016-08-01,56923,55285,58698,57703,56218,57890,54639,68373,67191,65542,62506,71189,70834,68827,60840,63952,59724,71929,74558,73149,72605,72046,59137,60427
2016-08-02,54790,57352,58549,56766,56724,56818,59967,67399,67031,63934,60562,68305,69955,69872,62695,63944,62233,70521,76271,74379,73799,73066,63167,63204
2016-08-03,57267,56716,54381,57012,56317,59024,56940,65756,67434,66155,61845,68346,69215,70858,65291,63644,62258,76224,74389,76937,74203,74662,59725,60528
2016-08-04,59659,57328,61227,57634,58626,56148,59119,67095,65644,63950,66865,66446,69007,70302,63868,62878,63429,75472,74446,73798,71164,73750,64919,63431
2016-08-05,57558,59483,58100,59661,59555,56478,55905,67183,65917,68068,63061,66201,70892,68926,63110,63282,60832,75711,72356,71004,73344,71772,63057,63289
2016-08-06,46684,46814,48021,47188,46398,48242,50006,60264,55497,57588,54840,60892,60517,60903,54229,56683,54307,65259,66758,64292,63798,63533,52532,53898
2016-08-07,49194,48836,48423,47498,47600,47797,49057,58719,59033,58129,54512,56827,61257,58115,53411,52053,55697,65161,65172,64041,63879,64901,54180,56072
2016-08-08,59378,58225,56455,58204,59154,58371,56452,69509,67178,67447,62099,71832,66939,69269,63356,60186,67691,75493,74926,77393,72397,72681,61769,62163
2016-08-09,55521,56535,55412,59544,57140,58009,53118,67520,69882,67703,61610,66620,70786,67349,65420,61881,62807,74402,72836,70412,76752,74124,62387,64739
2016-08-10,57622,56330,58561,57108,56879,56434,57516,67303,64589,65761,59389,68341,69076,69885,62959,63297,62504,74099,73751,73184,75017,73630,65002,62262
2016-08-11,57637,57241,56383,59196,57073,59888,54150,68975,66944,66850,60775,70291,69925,70303,62270,65726,63621,74645,73860,73533,72161,71595,61859,63780
2016-08-12,59833,57254,56535,56403,57756,53989,55898,67163,67122,66948,61501,68902,70699,68206,64137,62077,60786,73215,75903,75292,74389,75906,64292,63515
2016-08-13,46963,47058,46499,48184,45615,47228,50471,58122,58305,55994,52112,59895,60158,60851,50469,54206,53771,64077,63557,62315,64872,63239,52573,52847
2016-08-14,48961,46328,50414,48094,48589,48640,47365,58908,56599,56514,54277,58524,59000,58277,50440,57555,53510,64310,65104,65399,63347,66124,51695,52241
2016-08-15,56522,55636,58630,57300,58407,56285,56133,66261,65669,67108,62738,66837,69011,68471,63535,62775,61064,72784,73622,75317,73871,75561,63709,65375
2016-08-16,56250,57161,55823,59325,58176,58296,54809,67212,66291,66696,61089,69546,67474,72903,64002,66595,64578,75641,75848,74117,77162,72859,62114,62494
2016-08-17,56546,56216,58283,57655,54656,55670,57117,68885,68576,68396,62103,71100,68862,65843,63956,62861,63097,72832,77122,72767,74008,75608,64236,64916
2016-08-18,56058,57597,57188,56666,56450,57645,56312,65485,66031,67533,65969,70473,69763,72254,61153,64601,64677,72052,73774,72055,76476,75135,63794,61436
2016-08-19,55568,57407,55504,57516,55206,54652,56480,66640,67535,66676,65788,67540,67986,68342,65101,60719,60462,73365,73476,73365,73925,74744,63978,61757
2016-08-20,48702,49027,51912,48594,46816,48066,47678,59257,58467,59637,51119,60830,59822,59241,53139,50862,53252,64439,65297,62762,65497,64683,54217,53827
2016-08-21,46822,50402,45667,44442,49292,46577,47816,54822,58760,56798,57398,59501,61278,59192,52148,53831,53326,64285,65503,65096,63938,63826,52555,52686
2016-08-22,57567,57075,57609,55979,58016,57029,56221,67780,66103,67572,60871,70255,69121,67666,61306,61779,61788,74655,73701,74776,74484,73602,62638,62990
2016-08-23,56629,56281,58515,57812,59166,58908,57698,67701,65073,69038,64347,66973,70616,66659,63808,63464,64206,71850,73899,71811,76809,73162,61012,63884
2016-08-24,57280,56585,57297,56718,57014,56641,57068,65891,66774,66999,67008,67745,69236,70373,63101,64329,65727,73605,76219,71333,75816,71984,62581,59563
2016-08-25,58505,59009,58211,57956,61190,56416,55494,67489,67105,67025,62352,67324,68324,68225,64952,64253,64346,75070,75428,73823,74314,74348,62207,62032
2016-08-26,57790,55331,57558,55769,56994,57792,56015,66890,66801,67603,60504,68008,68060,67480,60913,63376,63029,74426,75528,74076,76164,73560,62599,64319
2016-08-27,46720,44516,47263,49900,45494,46214,47706,57622,56277,55285,53298,61143,60955,59598,52688,54713,54211,62414,63707,64033,64183,64655,53261,53818
2016-08-28,46856,46052,49790,48465,49088,47796,48258,57932,55671,56178,52364,60680,60971,60904,52731,54747,53996,63989,64124,66230,63469,63477,53009,51845
2016-08-29,60599,58734,56975,58128,56297,57136,56244,67473,63480,66732,62390,67322,68485,66971,62889,62068,63338,74026,74185,72913,72537,72866,63876,62239
2016-08-30,57493,54157,56570,58183,56133,55771,51817,70135,68729,65596,62179,68942,66385,67259,63520,62608,63670,73810,74325,73224,73631,74449,62317,64638
2016-08-31,54763,58663,55190,58430,58455,54088,58108,66544,68689,67668,64236,70078,67894,68028,63892,59643,62753,73238,72680,72734,76582,78477,62738,62426
2016-09-01,51812,49760,46130,48684,49814,50684,48487,60692,54422,58600,55485,61426,60428,61819,55548,53801,55337,61051,63159,65440,63246,65115,53766,53735
2016-09-02,47211,48893,46580,50423,48723,48615,49165,60064,60944,57425,52453,61913,61706,62269,57082,57003,57444,61815,60823,62839,61496,63144,56540,54712
2016-09-03,42661,40167,40000,40000,40000,40246,40716,51525,50287,50958,47059,52843,53620,53066,47057,47495,45451,55800,56647,54399,56648,52573,45844,47133
2016-09-04,41562,42917,40000,40629,40000,41828,40943,53306,47016,50584,47119,54542,50560,55327,47603,47102,47178,58180,55810,55959,57226,52799,47426,45297
2016-09-05,47750,49705,45913,51226,49877,47714,49306,58378,61504,57960,55343,57443,60567,62042,54652,51598,54638,60866,64719,65247,63664,64150,52502,54077
2016-09-06,52683,49251,49762,48834,50467,52724,48817,56875,61727,54522,54555,60993,59583,61457,54669,54528,55674,60561,63861,64013,62060,61890,57882,55675
2016-09-07,46290,45811,47272,47740,48083,50178,49903,56015,58592,61934,53616,60368,62204,62883,54220,52551,55778,63482,66640,61827,62519,64267,52578,55169
2016-09-08,49310,48673,47922,48056,48920,49724,48604,58367,61212,57646,55063,60875,62283,61902,54638,54227,57091,62307,59401,62066,62211,62379,55798,57739
2016-09-09,49657,51163,46834,50214,50047,49576,50462,58544,57489,59188,53561,62304,60770,60611,53956,53316,55141,60666,64726,65842,63670,62809,50547,54145
2016-09-10,42759,43916,41730,40000,40123,40159,40598,50984,48470,53748,47214,52314,52415,56173,44627,43981,48496,55254,54790,54392,52165,55375,47999,47053
2016-09-11,42269,40000,40681,42118,40000,41407,40613,50916,52480,50900,46740,52541,52773,50423,47691,47854,49455,54459,54584,54722,53362,57756,46445,47166
2016-09-12,49211,47381,49547,49366,48315,49939,49315,56395,57655,57398,55151,60938,63149,63325,54768,53579,56452,64713,62782,64283,64147,61290,56014,56437
2016-09-13,47688,48635,48661,48191,48321,48486,48669,56890,59427,56785,54410,60357,59721,60480,55487,54500,54808,61840,65882,64652,64133,60620,54642,58421
2016-09-14,50756,48333,49435,48679,50138,46624,49835,57128,60614,57093,54115,62047,57940,61563,54393,55231,54697,61503,61139,60962,62156,60121,55609,55235
2016-09-15,48990,50205,49344,49500,47802,48379,47764,59018,56547,59221,53423,61451,60990,61007,57256,54310,54238,62029,62829,64907,64878,61914,54281,54802
2016-09-16,47111,46987,49825,46095,48599,49067,49588,57173,57348,56706,56706,59499,59613,59205,54930,52722,57041,62607,63760,60883,62374,61991,56516,54908
2016-09-17,40831,40275,40025,43339,40000,40350,40415,51977,52151,51113,47266,56384,51647,54939,46157,46632,44880,52571,55576,55552,52801,54250,46048,47536
2016-09-18,42408,41019,42500,41808,42780,40147,43687,51815,50693,48212,45239,53251,54042,56878,46937,45809,46721,53795,53689,53623,52337,55582,49052,47715
2016-09-19,48518,48446,49287,46846,46668,47931,47995,59873,59479,57669,53393,57612,57511,61606,53018,58109,55498,62722,66987,63449,61155,64720,54246,54238
2016-09-20,47895,47538,47179,47003,48520,49907,48252,57795,59241,58666,59336,60560,60082,62213,58527,54101,57673,61021,63188,62952,61541,62993,54908,55390
2016-09-21,47291,49524,46711,47263,47359,49799,49297,58591,57456,60049,55262,61438,59255,60251,54126,55176,56332,60471,63338,63703,60273,63288,55632,54747
2016-09-22,49556,47528,48167,47277,50413,50321,48671,59366,60088,59590,56010,61537,58868,61448,54644,55340,52565,63867,61009,67773,63243,61607,55323,54685
2016-09-23,49471,50662,48262,49463,51166,47854,45525,58982,59297,58916,55148,59840,62390,61041,53286,55230,57473,64697,62856,60875,63432,61339,55281,54376
2016-09-24,40471,40000,40459,40000,41825,41605,40534,48824,48217,48944,47262,55918,51972,51328,45774,46145,47451,55061,57796,55117,57197,57653,43988,48540
2016-09-25,42932,40706,40000,42274,42113,42130,40000,52783,47685,50791,46348,52064,54029,55515,47909,47027,46303,55286,56719,55348,55700,53315,49247,49363
2016-09-26,49063,49104,47767,47506,47523,50841,47018,57390,60469,60772,53675,60085,60848,59016,54297,55080,57380,62908,62652,64854,65152,61470,55188,55535
2016-09-27,50521,51328,50536,50897,50183,47899,50001,59035,60855,60610,54626,60800,60647,57174,54585,56948,55387,61149,62956,61848,65632,61578,54700,53891
2016-09-28,49989,49885,47465,46421,46733,48392,49938,59191,59301,60492,55319,58684,62395,61077,54101,54683,54085,60724,64398,65513,62238,64042,55341,52954
2016-09-29,49169,48545,48619,46229,51251,46982,50142,60567,60068,57227,55211,60670,62760,60114,54297,57851,53398,61072,64621,61724,63945,64738,54537,54328
2016-09-30,45318,47991,51853,48855,48597,48444,47856,57715,58325,59707,56543,61642,61852,61119,53409,55135,55060,62021,63717,61309,64198,62140,55518,55734
2016-10-01,41600,40000,40000,40000,41615,43074,40689,47664,50223,51458,45527,52992,55272,50697,45265,48002,44972,56671,56486,54276,53642,52580,45604,45620
2016-10-02,45301,41200,41474,40000,42139,40562,40000,51213,50389,50274,46706,53148,52934,50899,46635,44978,45957,53144,55981,53162,53074,55905,47298,45637
2016-10-03,50652,48462,47395,50481,48792,51011,48784,58984,57938,57606,56538,61704,61058,61020,57802,56427,54978,64239,61633,64233,63001,60967,53461,59308
2016-10-04,49972,50309,49738,50106,47385,48694,48609,59879,55192,57143,56371,61356,60746,59886,53331,55890,52576,64557,64827,62694,61342,64050,56056,55108
2016-10-05,48587,49067,51335,48963,50382,47371,48501,59762,59200,58356,53963,62557,62457,63201,55825,54685,55983,63160,61303,64257,64498,60052,56193,54226
2016-10-06,48020,50175,52729,49166,48559,48357,48749,58561,58499,61561,52820,58803,58776,62812,54367,55942,54035,61939,62157,60559,64512,62177,54074,54409
2016-10-07,46651,49592,46356,51589,49814,51430,45384,61582,60276,59692,54014,63239,61782,60214,54956,55085,54415,63740,66628,66080,64645,63140,53572,55608
2016-10-08,40000,40231,40000,41780,41840,40000,41166,49738,48978,51325,45839,51275,54910,53108,47700,47782,46803,57684,54710,56380,54695,55500,46795,45297
2016-10-09,41849,40218,43133,40833,40000,40876,41364,48985,50627,49575,46492,52914,54311,53593,47179,48453,44288,53545,54995,53606,53425,54200,48960,45561
2016-10-10,50440,48425,49750,47252,49355,49689,50551,59516,57644,59488,57982,58040,59539,58742,55378,55754,54625,60590,63257,64200,61926,61888,56312,54551
2016-10-11,49206,49224,48770,48504,47790,51040,46145,60015,58296,56483,55818,58901,59960,62616,54853,54928,55673,62448,64321,61392,63608,62846,54492,53652
2016-10-12,50627,49379,48152,47864,49064,48110,50721,56755,59019,58408,58837,60397,58136,61527,57079,53999,53818,64986,59728,63645,62483,64449,55934,54984
2016-10-13,52063,51082,50791,49758,49582,48388,48553,58801,59091,58546,56929,61328,61263,62359,52630,53572,55646,59900,64136,64754,61712,63416,54788,53643
2016-10-14,50596,49468,51043,48616,51815,47146,49928,59232,58593,59011,56038,59094,60175,62736,53952,55913,54998,61985,64325,64418,60464,61703,55734,54913
2016-10-15,41783,40000,41387,40363,40000,41310,41809,51229,51386,47881,45130,54812,52971,54122,48912,46980,48640,54787,57546,54099,56149,54682,46496,44209
2016-10-16,40000,41275,42783,40972,42270,40724,40000,50696,48347,52570,44351,53181,51807,54262,46557,47789,46849,52156,54541,53679,54527,53673,50651,47129
